transaction_id,value_date,posted_at,amount,currency,dr_cr,merchant_name,reference,narrative,channel,account_type,city,keyword_hit,category_id,category_display_name
TX3071596667,2023-09-14,2023-09-16,1582.04,INR,DR,Tata Power Delhi Distribution,AUTO952315,AUTOPAY Tata Power Delhi Distribution discom REF AUTO952315,AUTOPAY,CREDIT_CARD,Kochi,discom,UTILITIES_POWER,Utilities – Electricity
TX6811566126,2024-01-23,2024-01-25,1492.07,INR,DR,Jio Platforms,UPI56632392,UPI/UPI56632392 Jio Platforms@okhdfcbank telecom KOLKATA,UPI,CURRENT,Kolkata,telecom,UTILITIES_TELECOM,Utilities – Telecom & Internet
TX9556696161,2023-01-20,2023-01-22,4642.31,INR,DR,Nykaa,NB3670418,AXIS NETBANK Nykaa myntra NB3670418,NETBANKING,SAVINGS,Mumbai,myntra,SHOPPING_ECOM,Shopping – E-commerce Marketplaces
TX2586994822,2023-12-29,2024-01-01,3108.91,INR,DR,Shell India,CARD524830,AMEX SHELL INDIA KOLKATA REF CARD524830,CARD,CREDIT_CARD,Kolkata,esso,FUEL,Fuel & Gas Stations
TX7773040071,2023-10-04,2023-10-06,2510.25,INR,DR,Zoom,UPI25836947,UPI/UPI25836947 Zoom@okhdfcbank auto debit HYDERABAD,UPI,CREDIT_CARD,Hyderabad,auto debit,SUBSCRIPTIONS,Digital Subscriptions & SaaS
TX2576190850,2023-06-09,2023-06-11,1157.38,INR,DR,Zomato,CARD168143,RUPAY ZOMATO HYDERABAD REF CARD168143,CARD,CREDIT_CARD,Hyderabad,pizza hut,DINING,Dining & Food Delivery
TX1311523210,2023-06-16,2023-06-19,56586.30,INR,DR,Asian Paints,CARD729452,AMEX ASIAN PAINTS HYDERABAD REF CARD729452,CARD,CREDIT_CARD,Hyderabad,berger paints,HOME_IMPROVEMENT,Home Improvement & Furnishings
TX9718280290,2023-02-13,2023-02-16,19748.24,INR,DR,Milaap,UPI92763827,UPI/UPI92763827 Milaap@upi trust JAIPUR,UPI,SAVINGS,Jaipur,trust,CHARITY,Charity & Donations
TX7088167154,2023-06-18,2023-06-20,37194.29,INR,DR,Urban Ladder,CARD180159,AMEX URBAN LADDER BENGALURU REF CARD180159,CARD,SAVINGS,Bengaluru,plywood,HOME_IMPROVEMENT,Home Improvement & Furnishings
TX4552038489,2024-03-15,2024-03-17,22451.83,INR,DR,Local Schools,AUTO801421,AUTOPAY Local Schools tuition REF AUTO801421,AUTOPAY,SAVINGS,Chennai,tuition,EDUCATION,Education & Learning
TX1313092750,2023-02-22,2023-02-22,1539.41,INR,DR,Disney+ Hotstar,UPI13653946,UPI/UPI13653946 Disney+ Hotstar@okhdfcbank prime video JAIPUR,UPI,CURRENT,Jaipur,prime video,ENTERTAINMENT,Entertainment & Media
TX3984081989,2023-04-24,2023-04-27,2376.85,INR,DR,Shell India,POS507779,POS KOCHI SHELL INDIA REF POS507779,POS,CREDIT_CARD,Kochi,hpcl,FUEL,Fuel & Gas Stations
TX9000049172,2024-01-18,2024-01-20,47613.10,INR,DR,OnePlus Experience Store,NB9681141,KOTAK NETBANK OnePlus Experience Store sony center NB9681141,NETBANKING,CURRENT,Hyderabad,sony center,SHOPPING_ELECTRONICS,Shopping – Electronics & Appliances
TX6389598480,2024-02-01,2024-02-03,2328.68,INR,DR,Starbucks India,POS113533,POS BENGALURU STARBUCKS INDIA REF POS113533,POS,CURRENT,Bengaluru,biryani,DINING,Dining & Food Delivery
TX3023099612,2024-04-05,2024-04-07,7104.57,INR,DR,Zoom,UPI18493322,UPI/UPI18493322 Zoom@okhdfcbank google workspace PUNE,UPI,CURRENT,Pune,google workspace,SUBSCRIPTIONS,Digital Subscriptions & SaaS
TX9099496146,2024-02-23,2024-02-24,5141.59,INR,DR,Flipkart,NB4213745,HDFC NETBANK Flipkart prime NB4213745,NETBANKING,CURRENT,Hyderabad,prime,SHOPPING_ECOM,Shopping – E-commerce Marketplaces
TX7496475163,2023-08-17,2023-08-17,1319.32,INR,DR,Payment Gateway,NB1101142,YES NETBANK Payment Gateway charge reversal NB1101142,NETBANKING,CURRENT,Kochi,charge reversal,FEES,Fees & Adjustments
TX5108291727,2024-01-05,2024-01-05,1329.88,INR,DR,Starbucks India,POS572513,POS PUNE STARBUCKS INDIA REF POS572513,POS,CREDIT_CARD,Pune,domino,DINING,Dining & Food Delivery
TX3715263891,2024-03-08,2024-03-09,101087.39,INR,CR,Corporate Expense Desk,NEFT2189335,NEFT NEFT2189335 SBI CREDIT Corporate Expense Desk cashback,NEFT,CURRENT,Bengaluru,cashback,INCOME,Income & Refunds
TX6490774062,2023-11-30,2023-12-02,1358.53,INR,DR,Indraprastha Gas Limited,NB4957794,KOTAK NETBANK Indraprastha Gas Limited water bill NB4957794,NETBANKING,CURRENT,Ahmedabad,water bill,UTILITIES_WATER_GAS,Utilities – Water & Piped Gas
TX2645417335,2024-02-06,2024-02-07,1439.85,INR,DR,ACT Fibernet,AUTO402154,AUTOPAY ACT Fibernet vi REF AUTO402154,AUTOPAY,CREDIT_CARD,Kolkata,vi,UTILITIES_TELECOM,Utilities – Telecom & Internet
TX6385063748,2023-10-15,2023-10-15,7811.46,INR,DR,Ketto,NB1859182,ICICI NETBANK Ketto ketto NB1859182,NETBANKING,CURRENT,Pune,ketto,CHARITY,Charity & Donations
TX9610772467,2023-10-20,2023-10-21,615.00,INR,DR,Payment Gateway,NB6261210,KOTAK NETBANK Payment Gateway fastag NB6261210,NETBANKING,CURRENT,Kolkata,fastag,FEES,Fees & Adjustments
TX1006907496,2023-05-22,2023-05-24,1392.70,INR,DR,Shell India,CARD656141,RUPAY SHELL INDIA KOCHI REF CARD656141,CARD,CURRENT,Kochi,esso,FUEL,Fuel & Gas Stations
TX9380861584,2023-08-20,2023-08-23,15813.20,INR,DR,Ketto,UPI84150435,UPI/UPI84150435 Ketto@ybl donation AHMEDABAD,UPI,CREDIT_CARD,Ahmedabad,donation,CHARITY,Charity & Donations
TX3755985958,2023-08-13,2023-08-16,2567.60,INR,DR,BigBasket,POS788234,POS KOLKATA BIGBASKET REF POS788234,POS,CREDIT_CARD,Kolkata,fresh2home,GROCERIES,Groceries & Daily Essentials
TX7571797532,2023-01-27,2023-01-29,32306.18,INR,DR,Apple Store,EMI483333,EMI Apple Store INST EMI483333,EMI,CURRENT,Mumbai,noise,SHOPPING_ELECTRONICS,Shopping – Electronics & Appliances
TX9639105505,2023-10-07,2023-10-08,53487.68,INR,DR,Zerodha,NEFT5927596,NEFT NEFT5927596 YES CREDIT Zerodha convenience fee,NEFT,SAVINGS,Hyderabad,convenience fee,FINANCIAL_SERVICES,Financial Services & Charges
TX5766778762,2024-04-05,2024-04-07,12854.88,INR,DR,Fortis Healthcare,CARD964148,MASTERCARD FORTIS HEALTHCARE PUNE REF CARD964148,CARD,SAVINGS,Pune,practo,HEALTH,Health & Wellness
TX1726787792,2023-02-15,2023-02-18,1542.12,INR,DR,Indraprastha Gas Limited,NB1476141,YES NETBANK Indraprastha Gas Limited png NB1476141,NETBANKING,SAVINGS,Bengaluru,png,UTILITIES_WATER_GAS,Utilities – Water & Piped Gas
TX8170708968,2023-05-04,2023-05-05,1179.63,INR,DR,NPCI,NB5932872,SBI NETBANK NPCI chargeback NB5932872,NETBANKING,CREDIT_CARD,Mumbai,chargeback,FEES,Fees & Adjustments
TX5701638744,2024-01-17,2024-01-20,1981.46,INR,DR,Swiggy,UPI82012600,UPI/UPI82012600 Swiggy@oksbi restaurant KOCHI,UPI,CURRENT,Kochi,restaurant,DINING,Dining & Food Delivery
TX5398002006,2023-03-26,2023-03-28,134066.71,INR,CR,Income Tax Department,SAL836138,SALARY CREDIT Income Tax Department SAL836138,SALARY,CURRENT,Ahmedabad,treasury,INCOME,Income & Refunds
TX7929265532,2023-10-22,2023-10-23,95037.56,INR,CR,Corporate Expense Desk,SAL388726,SALARY CREDIT Corporate Expense Desk SAL388726,SALARY,CURRENT,Ahmedabad,treasury,INCOME,Income & Refunds
TX5013289157,2023-01-24,2023-01-26,77174.76,INR,DR,Asian Paints,NB4867851,SBI NETBANK Asian Paints tile NB4867851,NETBANKING,CREDIT_CARD,Pune,tile,HOME_IMPROVEMENT,Home Improvement & Furnishings
TX5961978692,2024-01-25,2024-01-26,1600.81,INR,DR,Jio Platforms,NB4998064,YES NETBANK Jio Platforms you broadband NB4998064,NETBANKING,SAVINGS,Mumbai,you broadband,UTILITIES_TELECOM,Utilities – Telecom & Internet
TX5105691382,2023-09-17,2023-09-18,1826.52,INR,DR,Indraprastha Gas Limited,NB6714108,HDFC NETBANK Indraprastha Gas Limited mnng NB6714108,NETBANKING,SAVINGS,Hyderabad,mnng,UTILITIES_WATER_GAS,Utilities – Water & Piped Gas
TX5626680122,2024-03-29,2024-04-01,3807.10,INR,DR,Reliance Fresh,POS228694,POS HYDERABAD RELIANCE FRESH REF POS228694,POS,CREDIT_CARD,Hyderabad,big basket,GROCERIES,Groceries & Daily Essentials
TX4341889342,2023-08-26,2023-08-29,41172.60,INR,DR,Groww,CARD638741,VISA GROWW MUMBAI REF CARD638741,CARD,SAVINGS,Mumbai,mutual fund,FINANCIAL_SERVICES,Financial Services & Charges
TX8559575979,2024-02-03,2024-02-06,2880.79,INR,DR,Adani Electricity Mumbai,AUTO748122,AUTOPAY Adani Electricity Mumbai mseb REF AUTO748122,AUTOPAY,SAVINGS,Hyderabad,mseb,UTILITIES_POWER,Utilities – Electricity
TX8165140396,2024-04-27,2024-04-27,2280.34,INR,DR,Tata Power Delhi Distribution,AUTO798864,AUTOPAY Tata Power Delhi Distribution power bill REF AUTO798864,AUTOPAY,CURRENT,Jaipur,power bill,UTILITIES_POWER,Utilities – Electricity
TX8735945289,2023-03-23,2023-03-23,24336.74,INR,DR,Local Schools,AUTO251598,AUTOPAY Local Schools unacademy REF AUTO251598,AUTOPAY,CREDIT_CARD,Kolkata,unacademy,EDUCATION,Education & Learning
TX6297592760,2024-01-02,2024-01-04,100243.22,INR,CR,Employer Payroll,NEFT9358293,NEFT NEFT9358293 SBI CREDIT Employer Payroll stipend,NEFT,CURRENT,Chennai,stipend,INCOME,Income & Refunds
TX1940928264,2023-04-23,2023-04-23,28826.07,INR,DR,Reliance Digital,EMI169265,EMI Reliance Digital INST EMI169265,EMI,SAVINGS,Jaipur,gadget,SHOPPING_ELECTRONICS,Shopping – Electronics & Appliances
TX2770497324,2023-02-20,2023-02-23,1626.14,INR,DR,Indraprastha Gas Limited,NB8525996,HDFC NETBANK Indraprastha Gas Limited igl NB8525996,NETBANKING,SAVINGS,Ahmedabad,igl,UTILITIES_WATER_GAS,Utilities – Water & Piped Gas
TX2189513491,2024-04-26,2024-04-29,2028.08,INR,DR,Indian Oil Corporation,CARD528752,AMEX INDIAN OIL CORPORATION KOLKATA REF CARD528752,CARD,SAVINGS,Kolkata,fuel surcharge,FUEL,Fuel & Gas Stations
TX2188297659,2023-06-14,2023-06-14,19937.59,INR,DR,GiveIndia,NB1762469,ICICI NETBANK GiveIndia relief fund NB1762469,NETBANKING,SAVINGS,Delhi,relief fund,CHARITY,Charity & Donations
TX5473146232,2024-03-06,2024-03-06,12360.20,INR,DR,GiveIndia,UPI58326029,UPI/UPI58326029 GiveIndia@upi crowdfunding DELHI,UPI,CREDIT_CARD,Delhi,crowdfunding,CHARITY,Charity & Donations
TX7960405770,2023-07-15,2023-07-16,1794.27,INR,DR,ACT Fibernet,AUTO112850,AUTOPAY ACT Fibernet fibre REF AUTO112850,AUTOPAY,CREDIT_CARD,Kolkata,fibre,UTILITIES_TELECOM,Utilities – Telecom & Internet
TX8698523012,2024-04-11,2024-04-13,654.50,INR,DR,Payment Gateway,CARD897949,VISA PAYMENT GATEWAY DELHI REF CARD897949,CARD,CURRENT,Delhi,dispute,FEES,Fees & Adjustments
TX1619320097,2024-03-25,2024-03-27,813.23,INR,DR,Indian Oil Corporation,CARD871594,VISA INDIAN OIL CORPORATION JAIPUR REF CARD871594,CARD,CREDIT_CARD,Jaipur,petrol,FUEL,Fuel & Gas Stations
TX3460048474,2023-02-12,2023-02-12,34552.06,INR,DR,MakeMyTrip,NB8065504,HDFC NETBANK MakeMyTrip akasa NB8065504,NETBANKING,SAVINGS,Kochi,akasa,TRAVEL,Travel – Flights & Rail
TX9988848881,2024-02-05,2024-02-06,1281.52,INR,DR,Indraprastha Gas Limited,AUTO814252,AUTOPAY Indraprastha Gas Limited indraprastha gas REF AUTO814252,AUTOPAY,CURRENT,Ahmedabad,indraprastha gas,UTILITIES_WATER_GAS,Utilities – Water & Piped Gas
TX1232702448,2023-02-20,2023-02-23,5106.12,INR,DR,Flipkart,CARD511596,MASTERCARD FLIPKART DELHI REF CARD511596,CARD,CREDIT_CARD,Delhi,order id,SHOPPING_ECOM,Shopping – E-commerce Marketplaces
TX4278575649,2023-03-21,2023-03-23,4388.34,INR,DR,Google Workspace,SUB411638,SUBSCRIPTION Google Workspace zoom SUB411638,SUBSCRIPTION,CREDIT_CARD,Mumbai,zoom,SUBSCRIPTIONS,Digital Subscriptions & SaaS
TX5086385130,2023-02-07,2023-02-07,2302.24,INR,DR,Disney+ Hotstar,SUB898058,SUBSCRIPTION Disney+ Hotstar prime video SUB898058,SUBSCRIPTION,SAVINGS,Bengaluru,prime video,ENTERTAINMENT,Entertainment & Media
TX2854291783,2023-12-13,2023-12-15,1417.22,INR,DR,Disney+ Hotstar,SUB329246,SUBSCRIPTION Disney+ Hotstar steam SUB329246,SUBSCRIPTION,CURRENT,Hyderabad,steam,ENTERTAINMENT,Entertainment & Media
TX7975023492,2023-10-29,2023-10-29,44253.76,INR,DR,MakeMyTrip,UPI10723182,UPI/UPI10723182 MakeMyTrip@ibl spicejet MUMBAI,UPI,SAVINGS,Mumbai,spicejet,TRAVEL,Travel – Flights & Rail
TX2833806201,2023-12-14,2023-12-14,23442.34,INR,DR,1mg,UPI69403997,UPI/UPI69403997 1mg@ibl pharmeasy KOLKATA,UPI,CURRENT,Kolkata,pharmeasy,HEALTH,Health & Wellness
TX2486535072,2023-12-21,2023-12-22,2519.69,INR,DR,Nature's Basket,UPI54524381,UPI/UPI54524381 Nature's Basket@oksbi nature's basket MUMBAI,UPI,CREDIT_CARD,Mumbai,nature's basket,GROCERIES,Groceries & Daily Essentials
TX1403673768,2023-09-20,2023-09-21,1157.64,INR,DR,Jio Platforms,UPI63529499,UPI/UPI63529499 Jio Platforms@upi vodafone DELHI,UPI,CURRENT,Delhi,vodafone,UTILITIES_TELECOM,Utilities – Telecom & Internet
TX3510641952,2024-04-20,2024-04-20,1594.88,INR,DR,Delhi Metro Rail Corporation,CARD279275,AMEX DELHI METRO RAIL CORPORATION DELHI REF CARD279275,CARD,SAVINGS,Delhi,taxi,MOBILITY,Mobility – Ride Hailing & Transit
TX4621740991,2023-04-02,2023-04-02,3088.70,INR,DR,Bharat Petroleum,CARD104207,AMEX BHARAT PETROLEUM MUMBAI REF CARD104207,CARD,SAVINGS,Mumbai,shell,FUEL,Fuel & Gas Stations
TX8167159888,2023-08-15,2023-08-17,2652.33,INR,DR,BSES Rajdhani Power,AUTO312053,AUTOPAY BSES Rajdhani Power electricity REF AUTO312053,AUTOPAY,CREDIT_CARD,Jaipur,electricity,UTILITIES_POWER,Utilities – Electricity
TX9184904847,2023-11-15,2023-11-15,2015.21,INR,DR,BigBasket,CARD172311,MASTERCARD BIGBASKET KOCHI REF CARD172311,CARD,CREDIT_CARD,Kochi,grocer,GROCERIES,Groceries & Daily Essentials
TX6400618119,2023-02-12,2023-02-13,22729.94,INR,DR,Asian Paints,CARD139801,RUPAY ASIAN PAINTS JAIPUR REF CARD139801,CARD,SAVINGS,Jaipur,urban ladder,HOME_IMPROVEMENT,Home Improvement & Furnishings
TX7605924684,2023-05-15,2023-05-17,44613.10,INR,DR,IndiGo,NB2742763,AXIS NETBANK IndiGo airline NB2742763,NETBANKING,CURRENT,Hyderabad,airline,TRAVEL,Travel – Flights & Rail
TX6603714324,2024-02-15,2024-02-15,1221.29,INR,DR,Ola Cabs,UPI23978646,UPI/UPI23978646 Ola Cabs@ybl ola BENGALURU,UPI,CURRENT,Bengaluru,ola,MOBILITY,Mobility – Ride Hailing & Transit
TX7919536692,2024-01-01,2024-01-01,58284.17,INR,DR,PolicyBazaar,NB5799741,AXIS NETBANK PolicyBazaar insurance NB5799741,NETBANKING,CURRENT,Kolkata,insurance,FINANCIAL_SERVICES,Financial Services & Charges
TX7462840579,2023-09-07,2023-09-10,25307.31,INR,DR,Zerodha,CARD821987,MASTERCARD ZERODHA JAIPUR REF CARD821987,CARD,CURRENT,Jaipur,reversal,FINANCIAL_SERVICES,Financial Services & Charges
TX4994038353,2023-08-23,2023-08-23,2823.48,INR,DR,Flipkart,CARD610304,RUPAY FLIPKART CHENNAI REF CARD610304,CARD,CREDIT_CARD,Chennai,cart,SHOPPING_ECOM,Shopping – E-commerce Marketplaces
TX8568792683,2023-03-25,2023-03-27,73574.80,INR,DR,Urban Ladder,CARD180362,VISA URBAN LADDER KOLKATA REF CARD180362,CARD,CREDIT_CARD,Kolkata,berger paints,HOME_IMPROVEMENT,Home Improvement & Furnishings
TX6123777695,2024-02-23,2024-02-24,941.61,INR,DR,Payment Gateway,CARD926362,VISA PAYMENT GATEWAY BENGALURU REF CARD926362,CARD,CREDIT_CARD,Bengaluru,dispute,FEES,Fees & Adjustments
TX8893854114,2023-04-15,2023-04-17,2218.54,INR,DR,Airtel Payments,NB5870841,SBI NETBANK Airtel Payments broadband NB5870841,NETBANKING,SAVINGS,Pune,broadband,UTILITIES_TELECOM,Utilities – Telecom & Internet
TX1180268407,2023-05-05,2023-05-08,8875.53,INR,DR,Microsoft 365,SUB942612,SUBSCRIPTION Microsoft 365 azure SUB942612,SUBSCRIPTION,SAVINGS,Jaipur,azure,SUBSCRIPTIONS,Digital Subscriptions & SaaS
TX3357275751,2023-01-19,2023-01-19,25756.82,INR,DR,Apollo Hospitals,UPI23037976,UPI/UPI23037976 Apollo Hospitals@okhdfcbank pharmeasy HYDERABAD,UPI,SAVINGS,Hyderabad,pharmeasy,HEALTH,Health & Wellness
TX7882935984,2023-12-14,2023-12-15,34879.70,INR,DR,Urban Ladder,NB3283753,ICICI NETBANK Urban Ladder hardware NB3283753,NETBANKING,SAVINGS,Bengaluru,hardware,HOME_IMPROVEMENT,Home Improvement & Furnishings
TX4910766727,2023-02-07,2023-02-10,41582.81,INR,DR,Apple Store,CARD995056,VISA APPLE STORE DELHI REF CARD995056,CARD,CURRENT,Delhi,mi store,SHOPPING_ELECTRONICS,Shopping – Electronics & Appliances
TX7669824282,2023-07-24,2023-07-27,701.39,INR,DR,Disney+ Hotstar,SUB646667,SUBSCRIPTION Disney+ Hotstar disney SUB646667,SUBSCRIPTION,CURRENT,Delhi,disney,ENTERTAINMENT,Entertainment & Media
TX8988850369,2023-01-16,2023-01-16,1107.82,INR,DR,Indraprastha Gas Limited,NB6300421,ICICI NETBANK Indraprastha Gas Limited water bill NB6300421,NETBANKING,CREDIT_CARD,Pune,water bill,UTILITIES_WATER_GAS,Utilities – Water & Piped Gas
TX7112145996,2023-11-17,2023-11-20,2286.29,INR,DR,Shell India,POS551878,POS MUMBAI SHELL INDIA REF POS551878,POS,SAVINGS,Mumbai,petrol,FUEL,Fuel & Gas Stations
TX2067802219,2023-10-06,2023-10-07,2749.13,INR,DR,Tata Power Delhi Distribution,NB9843847,ICICI NETBANK Tata Power Delhi Distribution discom NB9843847,NETBANKING,CREDIT_CARD,Kolkata,discom,UTILITIES_POWER,Utilities – Electricity
TX9609262160,2023-03-15,2023-03-16,592.63,INR,DR,Delhi Metro Rail Corporation,CARD318347,RUPAY DELHI METRO RAIL CORPORATION HYDERABAD REF CARD318347,CARD,SAVINGS,Hyderabad,driver tip,MOBILITY,Mobility – Ride Hailing & Transit
TX2057076774,2024-01-30,2024-01-30,998.15,INR,DR,Netflix,CARD702024,VISA NETFLIX KOLKATA REF CARD702024,CARD,SAVINGS,Kolkata,sony liv,ENTERTAINMENT,Entertainment & Media
TX3846293533,2023-12-22,2023-12-24,2330.73,INR,DR,BSES Rajdhani Power,AUTO370664,AUTOPAY BSES Rajdhani Power apdcl REF AUTO370664,AUTOPAY,SAVINGS,Hyderabad,apdcl,UTILITIES_POWER,Utilities – Electricity
TX6435673175,2023-12-24,2023-12-25,22001.64,INR,DR,Groww,NEFT1082719,NEFT NEFT1082719 KOTAK CREDIT Groww mutual fund,NEFT,SAVINGS,Hyderabad,mutual fund,FINANCIAL_SERVICES,Financial Services & Charges
TX8280923149,2023-07-29,2023-07-31,2285.32,INR,DR,Vodafone Idea,AUTO980405,AUTOPAY Vodafone Idea act fibernet REF AUTO980405,AUTOPAY,SAVINGS,Kolkata,act fibernet,UTILITIES_TELECOM,Utilities – Telecom & Internet
TX4032543239,2023-04-26,2023-04-28,42660.36,INR,DR,Asian Paints,NB3100351,ICICI NETBANK Asian Paints home centre NB3100351,NETBANKING,SAVINGS,Chennai,home centre,HOME_IMPROVEMENT,Home Improvement & Furnishings
TX8098452333,2023-06-06,2023-06-07,15133.92,INR,DR,Ketto,NB1006861,ICICI NETBANK Ketto milaap NB1006861,NETBANKING,CURRENT,Kochi,milaap,CHARITY,Charity & Donations
TX3857197246,2024-01-10,2024-01-12,1527.96,INR,DR,Ola Cabs,CARD780359,AMEX OLA CABS KOLKATA REF CARD780359,CARD,CREDIT_CARD,Kolkata,namma metro,MOBILITY,Mobility – Ride Hailing & Transit
TX7333029523,2023-10-15,2023-10-15,8194.62,INR,DR,Amazon India,NB2327374,SBI NETBANK Amazon India cart NB2327374,NETBANKING,CREDIT_CARD,Chennai,cart,SHOPPING_ECOM,Shopping – E-commerce Marketplaces
TX6820130504,2024-01-31,2024-02-03,1877.64,INR,DR,Adani Electricity Mumbai,AUTO178252,AUTOPAY Adani Electricity Mumbai kseb REF AUTO178252,AUTOPAY,CURRENT,Jaipur,kseb,UTILITIES_POWER,Utilities – Electricity
TX2209533579,2023-02-15,2023-02-16,79745.44,INR,CR,Corporate Expense Desk,IMPS1532778,IMPS IMPS1532778 TO Corporate Expense Desk MUMBAI,IMPS,SAVINGS,Mumbai,cashback,INCOME,Income & Refunds
TX4321419823,2024-03-20,2024-03-20,52339.93,INR,DR,Byju's,UPI80848236,UPI/UPI80848236 Byju's@ibl exam fee PUNE,UPI,CURRENT,Pune,exam fee,EDUCATION,Education & Learning
TX7551336617,2023-06-25,2023-06-26,1507.53,INR,DR,Starbucks India,POS906518,POS PUNE STARBUCKS INDIA REF POS906518,POS,SAVINGS,Pune,cafe,DINING,Dining & Food Delivery
TX4205481297,2023-09-20,2023-09-23,1184.38,INR,DR,FASTag Issuer,CARD606125,MASTERCARD FASTAG ISSUER KOCHI REF CARD606125,CARD,CREDIT_CARD,Kochi,dispute,FEES,Fees & Adjustments
TX2480000904,2023-05-25,2023-05-28,5416.59,INR,DR,Google Workspace,UPI21998569,UPI/UPI21998569 Google Workspace@oksbi google workspace HYDERABAD,UPI,SAVINGS,Hyderabad,google workspace,SUBSCRIPTIONS,Digital Subscriptions & SaaS
TX6085390979,2023-11-19,2023-11-22,3332.58,INR,DR,BigBasket,CARD589920,AMEX BIGBASKET PUNE REF CARD589920,CARD,CREDIT_CARD,Pune,fresh to home,GROCERIES,Groceries & Daily Essentials
TX1339828747,2024-03-08,2024-03-09,961.42,INR,DR,Delhi Metro Rail Corporation,UPI36645589,UPI/UPI36645589 Delhi Metro Rail Corporation@oksbi taxi HYDERABAD,UPI,SAVINGS,Hyderabad,taxi,MOBILITY,Mobility – Ride Hailing & Transit
TX9103679884,2024-03-31,2024-04-01,47410.55,INR,DR,PolicyBazaar,CARD246628,RUPAY POLICYBAZAAR PUNE REF CARD246628,CARD,CURRENT,Pune,insurance,FINANCIAL_SERVICES,Financial Services & Charges
TX7439842227,2023-12-24,2023-12-24,1918.77,INR,DR,Adani Electricity Mumbai,NB3552914,ICICI NETBANK Adani Electricity Mumbai discom NB3552914,NETBANKING,SAVINGS,Kochi,discom,UTILITIES_POWER,Utilities – Electricity
TX6270912242,2023-10-05,2023-10-07,3156.19,INR,DR,Tata Power Delhi Distribution,AUTO480716,AUTOPAY Tata Power Delhi Distribution mseb REF AUTO480716,AUTOPAY,CREDIT_CARD,Kolkata,mseb,UTILITIES_POWER,Utilities – Electricity
TX3641450137,2023-11-08,2023-11-10,876.34,INR,DR,Card Network,NB3428993,AXIS NETBANK Card Network platform fee NB3428993,NETBANKING,CREDIT_CARD,Delhi,platform fee,FEES,Fees & Adjustments
TX8518712679,2023-08-04,2023-08-06,3076.93,INR,DR,Indian Oil Corporation,POS318983,POS CHENNAI INDIAN OIL CORPORATION REF POS318983,POS,SAVINGS,Chennai,esso,FUEL,Fuel & Gas Stations
TX7234996384,2023-04-26,2023-04-28,12336.17,INR,DR,1mg,NB8959522,KOTAK NETBANK 1mg hospital NB8959522,NETBANKING,CREDIT_CARD,Pune,hospital,HEALTH,Health & Wellness
TX6959548769,2023-05-06,2023-05-08,4190.74,INR,DR,Pepperfry,CARD751163,RUPAY PEPPERFRY BENGALURU REF CARD751163,CARD,SAVINGS,Bengaluru,plywood,HOME_IMPROVEMENT,Home Improvement & Furnishings
TX9932671956,2023-08-18,2023-08-21,7239.47,INR,DR,Nykaa,NB3921320,SBI NETBANK Nykaa cart NB3921320,NETBANKING,SAVINGS,Pune,cart,SHOPPING_ECOM,Shopping – E-commerce Marketplaces
TX3905891264,2024-02-23,2024-02-24,45384.44,INR,DR,Air India,NB4438749,KOTAK NETBANK Air India makemytrip NB4438749,NETBANKING,SAVINGS,Bengaluru,makemytrip,TRAVEL,Travel – Flights & Rail
TX8622261552,2024-01-22,2024-01-25,3182.98,INR,DR,Netflix,CARD661607,VISA NETFLIX JAIPUR REF CARD661607,CARD,CURRENT,Jaipur,prime video,ENTERTAINMENT,Entertainment & Media
TX1286541808,2023-11-07,2023-11-07,2621.49,INR,DR,Nature's Basket,UPI92736305,UPI/UPI92736305 Nature's Basket@paytm big basket KOLKATA,UPI,CREDIT_CARD,Kolkata,big basket,GROCERIES,Groceries & Daily Essentials
TX7642445621,2024-03-07,2024-03-10,8144.10,INR,DR,Google Workspace,UPI85070855,UPI/UPI85070855 Google Workspace@oksbi google workspace MUMBAI,UPI,CREDIT_CARD,Mumbai,google workspace,SUBSCRIPTIONS,Digital Subscriptions & SaaS
TX4935237545,2024-03-26,2024-03-27,109831.02,INR,CR,Employer Payroll,IMPS7021434,IMPS IMPS7021434 TO Employer Payroll PUNE,IMPS,CREDIT_CARD,Pune,treasury,INCOME,Income & Refunds
TX5102024874,2023-06-05,2023-06-07,8554.47,INR,DR,GiveIndia,NB8091221,ICICI NETBANK GiveIndia foundation NB8091221,NETBANKING,SAVINGS,Kolkata,foundation,CHARITY,Charity & Donations
TX3375308018,2023-12-04,2023-12-05,25070.43,INR,DR,Byju's,NB6179437,HDFC NETBANK Byju's byjus NB6179437,NETBANKING,CURRENT,Kolkata,byjus,EDUCATION,Education & Learning
TX8989374985,2023-08-03,2023-08-04,899.45,INR,DR,Vodafone Idea,NB4021989,YES NETBANK Vodafone Idea telekom NB4021989,NETBANKING,SAVINGS,Delhi,telekom,UTILITIES_TELECOM,Utilities – Telecom & Internet
TX4009981388,2023-04-28,2023-04-28,1129.31,INR,DR,Card Network,NB9195460,AXIS NETBANK Card Network dispute NB9195460,NETBANKING,CURRENT,Hyderabad,dispute,FEES,Fees & Adjustments
TX1690465042,2023-10-02,2023-10-03,1123.35,INR,DR,Zomato,CARD505961,RUPAY ZOMATO HYDERABAD REF CARD505961,CARD,SAVINGS,Hyderabad,restaurant,DINING,Dining & Food Delivery
